id,Batch_Log_ID,prod
5914,AFZZU8QC45,HSL
5915,AFZZU1UJN6,HSM
5916,AFZZU1TEAI,HSN
5917,AFZZTWE1XI,HSO
5918,AFZZTW1Y28,HSP
5919,AFZZTNLMCQ,HSQ
5920,AFZZTGH1HM,HSR
5921,AFZZTAE3CE,HSS
5922,AFZZT4SNS5,HST
5923,AFZZT4H2XT,HSU
5924,AFZZSZ73IJ,HSV
5925,AFZZSWJLHB,HSW
5926,AFZZSTGBS7,HSX
5927,AFZZSSLPR3,HSY
5928,AFZZSLLRY5,HSZ
5929,AFZZCWJIHV,HTA
5930,AFZZCW7FJ2,HTB
5931,AFZZCVHQLE,HTC
5932,AFZZCRYCQW,HTD
5933,AFZZCREJM5,HTE
5934,AFZZC536NJ,HTF
5935,AFZZC4ZRR5,HTG
5936,AFZZBTHJYJ,HTH
5937,AFZZBSXD8U,HTI
5938,AFZZBKQK0D,HTJ
5939,AFZZBBZ8PR,HTK
5940,AFZZBBQGDC,HTL
5941,AFZZB8AZD9,HTM
5942,AFZZB895LI,HTN
5943,AFZZB7UYD5,HTO
5944,AFZZAKHWGF,HTP
5945,AFZZA9VLR1,HTQ
5946,AFZZA8FRNE,HTR
5947,AFZZA82V2W,HTS
5948,AFZZ9WTH8B,HTT
5949,AFZZ9VH3XY,HTU
5950,AFZZ9V2J3N,HTV
5951,AFZZ9U96BE,HTW
5952,AFZZ9TVC5A,HTX
5953,AFZZ9PGMHR,HTY
5954,AFZZ9F5N8I,HTZ
5955,AFZZ9A3BRR,HUA
5956,AFZZ98RFVJ,HUB
5957,AFZZ8Y5J33,HUC
5958,AFZZ8Y190I,HUD
5959,AFZZ8X5RGD,HUE
5960,AFZZ8VCSB7,HUF
5961,AFZZ8P2V7A,HUG
5962,AFZZ8HVM59,HUH
5963,AFZZ8HH7A0,HUI
5964,AFZYTVN3MP,HUJ
5965,AFZYTU7ZWD,HUK
5966,AFZYTP8RPI,HUL
5967,AFZYT9UBRA,HUM
5968,AFZYT94H19,HUN
5969,AFZYT5SK86,HUO
5970,AFZYT2SMH6,HUP
5971,AFZYSXIPEC,HUQ
5972,AFZYSQK702,HUR
5973,AFZYSKQR8D,HUS
5974,AFZYSJUR9V,HUT
5975,AFZYSBIPN8,HUU
5976,AFZYS7KZXD,HUV
5977,AFZYS6995B,HUW
5978,AFZYR6ZWCV,HUX
5979,AFZYR2BIE5,HUY
5980,AFZYR0TG48,HUZ
6130,AFZUE9WPIB,IAT
6131,AFZUE3TYR7,IAU
6132,AFZUDY0N3R,IAV
6133,AFZUDRAUX9,IAW
6134,AFZUDI3PQH,IAX
6135,AFZUDHU6JT,IAY
6136,AFZUDD1TZP,IAZ
6137,AFZUDD18LC,IBA
6138,AFZUDB5HBE,IBB
6139,AFZUDASP8F,IBC
6140,AFZUCZQHQD,IBD
6141,AFZUCJWVN2,IBE
6142,AFZUCEPLM4,IBF
6143,AFZUC68YM8,IBG
6144,AFZTXDBD5D,IBH
6145,AFZTXC4VJD,IBI
6146,AFZTXB5B8K,IBJ
6147,AFZTWZ84GM,IBK
6148,AFZTWWL275,IBL
6149,AFZTWWJNV5,IBM
6150,AFZTWPP6B7,IBN
6151,AFZTWJWFF1,IBO
6152,AFZTWEGSUM,IBP
6153,AFZTWC3NIR,IBQ
6154,AFZTWC1DBK,IBR
6155,AFZTWBPCLP,IBS
6156,AFZTWB8I4A,IBT
6157,AFZTW7J4HI,IBU
6158,AFZTVZLNQQ,IBV
6159,AFZTVUYG8X,IBW
6160,AFZTVUJ40J,IBX
6161,AFZTVUD8ZQ,IBY
6162,AFZTVDYZBE,IBZ
6163,AFZTV9JXK2,ICA
6164,AFZTV7SRAS,ICB
6165,AFZTV0XFC0,ICC
6166,AFZTUWDTXD,ICD
6167,AFZTUPSS1X,ICE
6168,AFZTUIF3ZN,ICF
6169,AFZTUG44IS,ICG
6170,AFZTUEX9MU,ICH
6171,AFZTUAMCG5,ICI
6172,AFZTUAG78J,ICJ
6173,AFZTUAFW41,ICK
6174,AFZTTJZSIB,ICL
6175,AFZTTA2VRQ,ICM
6176,AFZTD99LYI,ICN
6177,AFZTD8UCFK,ICO
6178,AFZTCP18LX,ICP
6179,AFZTCCREWD,ICQ
6180,AFZTBR89C1,ICR
6181,AFZTBKZ4VS,ICS
6182,AFZTBBKH4C,ICT
6183,AFZTATSWF6,ICU
6184,AFZTAABK9A,ICV
6185,AFZT9I2FAG,ICW
6186,AFZT95F5QU,ICX
6187,AFZSUDWKMQ,ICY
6188,AFZSU7JDSC,ICZ
6189,AFZSTPG064,IDA
6190,AFZSTFD75H,IDB
6191,AFZSTAZRQI,IDC
6192,AFZST98P7E,IDD
6193,AFZST4NC52,IDE
6194,AFZSSX3QXU,IDF
6195,AFZSSVIA85,IDG
6196,AFZSSV1KSB,IDH
6197,AFZSSRN0ND,IDI
6198,AFZSSRD3BX,IDJ
6199,AFZSSJ3MPI,IDK
6200,AFZSS71GXV,IDL
6201,AFZSS6T7LK,IDM
6202,AFZSS4DIC6,IDN
6203,AFZSS0FSQD,IDO
6204,AFZSS01YIE,IDP
6205,AFZSRS92FB,IDQ
6206,AFZSRJ45U9,IDR
6207,AFZSRILKTH,IDS
6208,AFZSRF9L2X,IDT
6209,AFZSREUX67,IDU
6210,AFZSRCVLYQ,IDV
6211,AFZSR1P5A1,IDW
6212,AFZSR0H7VK,IDX
6213,AFZSQTIJZF,IDY
6214,AFZSQTEZ7H,IDZ
6215,AFZSQG2IIK,IEA
6216,AFZSQELQI0,IEB
6217,AFZSQAJHK9,IEC
6218,AFZSQ7PAVU,IED
6219,AFZSAD46LA,IEE
6220,AFZSAC0T4Z,IEF
6221,AFZSA8KKU6,IEG
6222,AFZSA8H4I5,IEH
6223,AFZSA88CRW,IEI
6224,AFZSA295LZ,IEJ
6225,AFZS9N44BZ,IEK
6226,AFZS9H95JV,IEL
6227,AFZS9FXSIX,IEM
6228,AFZS91SLVG,IEN
6229,AFZS8WT4HT,IEO
6230,AFZS8VNANE,IEP
6231,AFZS8VMQTF,IEQ
6232,AFZS8VKQQ1,IER
6233,AFZS8UXW1A,IES
6234,AFZS8ULEB0,IET
6235,AFZS8GT54L,IEU
6236,AFZS7X0L01,IEV
6237,AFZS7SBQER,IEW
6238,AFZS7PRRPD,IEX
6239,AFZS7PR1P6,IEY
6240,AFZS7E9XZZ,IEZ
6241,AFZS7CTAQS,IFA
6242,AFZS7AF6R7,IFB
6243,AFZS770KVG,IFC
6244,AFZS75P2IV,IFD
6245,AFZS75M4PZ,IFE
6246,AFZS75JX2Q,IFF
6247,AFZS6TMELN,IFG
6248,AFZS6QJCZ1,IFH
6249,AFZS6F7YF0,IFI
6250,AFZS6EZ7C0,IFJ
6251,AFZS6CPUS2,IFK
6252,AFZS68ZCW9,IFL
6253,AFZRRD6N64,IFM
6254,AFZRRCVDAV,IFN
6255,AFZRRC27FN,IFO
6256,AFZRRB5X7L,IFP
6257,AFZRR7JX8B,IFQ
6258,AFZRR6S1KI,IFR
6259,AFZRQJ1ZEC,IFS
6260,AFZRQEDKAL,IFT
6261,AFZRQ7VYAH,IFU
6262,AFZRQ1ZZFJ,IFV
6263,AFZRQ09B2N,IFW
6264,AFZRPUVEYX,IFX
6265,AFZRPUTB3X,IFY
6266,AFZRPSYJHF,IFZ
6267,AFZRP45XA9,IGA
6268,AFZRNVBW4W,IGB
6269,AFZRNHIX7U,IGC
6270,AFZRNC7WCL,IGD
6271,AFZRNBMB1M,IGE
6272,AFZRNAC7S2,IGF
6273,AFZRN9Z98M,IGG
6274,AFZRN5WMVE,IGH
6275,AFZRMRI6KE,IGI
6276,AFZRMC4DLI,IGJ
6277,AFZRM5CM0Z,IGK
6278,AFZR7CKFCV,IGL
6279,AFZR762UPT,IGM
6429,AFZNETAGU0,IMG
6430,AFZNESDZDP,IMH
6431,AFZNEHQQ07,IMI
6432,AFZNEH3BSV,IMJ
6433,AFZNE3P1LR,IMK
6434,AFZNE2CWW5,IML
6435,AFZNDXVV13,IMM
6436,AFZNDWLCPV,IMN
6437,AFZNDWJQY9,IMO
6438,AFZNDWCG3S,IMP
6439,AFZNDGYY53,IMQ
6440,AFZNDCKAZR,IMR
6441,AFZND30RYI,IMS
6442,AFZND2SLHU,IMT
6443,AFZNCWDKV1,IMU
6444,AFZNCRQ4X7,IMV
6445,AFZNCQMFGD,IMW
6446,AFZMXXQ94J,IMX
6447,AFZMXW6Z1C,IMY
6448,AFZMXW4IZW,IMZ
6449,AFZMXW4GYF,INA
6450,AFZMXRG3CA,INB
6451,AFZMXHC0R9,INC
6452,AFZMWXNNMA,IND
6453,AFZMWX0GF4,INE
6454,AFZMWWGMDF,INF
6455,AFZMWKGL3G,ING
6456,AFZMWKCUGC,INH
6457,AFZMWI2Q1W,INI
6458,AFZMWENDL7,INJ
6459,AFZMWE9VVF,INK
6460,AFZMW50KKJ,INL
6461,AFZMVU7AU8,INM
6462,AFZMVTY8R5,INN
6463,AFZMVKF75U,INO
6464,AFZMVE54N4,INP
6465,AFZMVDTTFG,INQ
6466,AFZMV7YICR,INR
6467,AFZMV2PYA3,INS
6468,AFZMV038SP,INT
6469,AFZMV00T9D,INU
6470,AFZMUVURIE,INV
6471,AFZMUULQYN,INW
6472,AFZMUAM4EP,INX
6473,AFZMUAD4B0,INY
6474,AFZMTRBZ5D,INZ
6475,AFZMTPK6SQ,IOA
6476,AFZMTPG8HP,IOB
6477,AFZME0JAB0,IOC
6478,AFZMDUXXY6,IOD
6479,AFZMDUA1GM,IOE
6480,AFZMDEPEYN,IOF
6481,AFZMD9Y9J0,IOG
6482,AFZMCY14FT,IOH
6483,AFZMCV19VZ,IOI
6484,AFZMCQP23I,IOJ
6485,AFZMCPYNDT,IOK
6486,AFZMCIJUV1,IOL
6487,AFZMCHPUFU,IOM
6488,AFZMCH5ZBM,ION
6489,AFZMCD5MGQ,IOO
6490,AFZMBWW3ZL,IOP
6491,AFZMBT48JC,IOQ
6492,AFZMBKESEN,IOR
6493,AFZMBIWRK5,IOS
6494,AFZMBEAEF2,IOT
6495,AFZMBDQCFQ,IOU
6496,AFZMB7XDD8,IOV
6497,AFZMB7RKMN,IOW
6498,AFZMB1Q9Q3,IOX
6499,AFZMAU96T1,IOY
6500,AFZMATZPLX,IOZ
6501,AFZMAT6M4X,IPA
6502,AFZMAT44QM,IPB
6503,AFZMAGGGNE,IPC
6504,AFZMAG1XWK,IPD
6505,AFZMA1KJXA,IPE
6506,AFZMA0URLT,IPF
6507,AFZM9Q4A93,IPG
6508,AFZLV0A9RV,IPH
6509,AFZLUYL90U,IPI
6510,AFZLUYEQF7,IPJ
6511,AFZLUV54RK,IPK
6512,AFZLU80HZ1,IPL
6513,AFZLU2RNYK,IPM
6514,AFZLTW0TP7,IPN
6515,AFZLTPW682,IPO
6516,AFZLTHQBW0,IPP
6517,AFZLTHH2SA,IPQ
6518,AFZLTG8V28,IPR
6519,AFZLTG3PNM,IPS
6520,AFZLTFUFUV,IPT
6521,AFZLTAFBTJ,IPU
6522,AFZLSWASIW,IPV
6523,AFZLSJ61MD,IPW
6524,AFZLSJ17DZ,IPX
6525,AFZLS5X0I4,IPY
6526,AFZLRZGR16,IPZ
6527,AFZLRYN21H,IQA
6528,AFZLRY6LSC,IQB
6529,AFZLRWQ1T1,IQC
6530,AFZLRSR7DA,IQD
6531,AFZLRSGVCV,IQE
6532,AFZL6YWELB,IQF
6533,AFZL6RJX6G,IQG
6534,AFZL6K07I8,IQH
6535,AFZKRR3WXP,IQI
6536,AFZKRKV44H,IQJ
6537,AFZKQSQK7L,IQK
6538,AFZKQLS352,IQL
6539,AFZKQK6KJG,IQM
6540,AFZKQDFNBC,IQN
6541,AFZKQ7E91N,IQO
6542,AFZKPUQYEU,IQP
6543,AFZKPFBL37,IQQ
6544,AFZKNWE2XA,IQR
6545,AFZKNPXW2E,IQS
6546,AFZKNNLVQQ,IQT
6547,AFZKMKNVGF,IQU
6548,AFZKMJ7P90,IQV
6549,AFZKMIX4IF,IQW
6550,AFZK7NXUB2,IQX
6551,AFZK7JDKTX,IQY
6552,AFZK762K1N,IQZ
6553,AFZK6RTG2V,IRA
6554,AFZK6P2D7S,IRB
6555,AFZK6D4U82,IRC
6556,AFZK6CUTA1,IRD
6557,AFZK67VW0I,IRE
6558,AFZK5U6TE7,IRF
6559,AFZK5SBVJC,IRG
6560,AFZK5S08LN,IRH
6561,AFZK5MGKVX,IRI
6562,AFZK5LXWUE,IRJ
6563,AFZK5JTL65,IRK
6564,AFZK5EPMV9,IRL
6565,AFZK5ECTVL,IRM
6566,AFZK55LMQI,IRN
6567,AFZK514V79,IRO
6568,AFZK500PWJ,IRP
6569,AFZK4ZFHJV,IRQ
6570,AFZK4STYCR,IRR
6571,AFZK4NJYFZ,IRS
6572,AFZK4FA79S,IRT
6573,AFZK49CUVS,IRU
6574,AFZK48UV6E,IRV
6575,AFZK481SB3,IRW
6576,AFZK3MSRYJ,IRX
6577,AFZJNVT03L,IRY
6578,AFZJNVGPZC,IRZ
6728,AFZGD7L7IU,IXT
6729,AFZGD7IK1F,IXU
6730,AFZGD27AFL,IXV
6731,AFZGD157PM,IXW
6732,AFZGCXYJRI,IXX
6733,AFZGCRENI7,IXY
6734,AFZGCR7CW0,IXZ
6735,AFZGCJ9TSB,IYA
6736,AFZGCJ163H,IYB
6737,AFZGCBA0JL,IYC
6738,AFZGCB398R,IYD
6739,AFZGC3F7BP,IYE
6740,AFZGC2KBA1,IYF
6741,AFZGBYD4I2,IYG
6742,AFZGBX3193,IYH
6743,AFZGBWS6VL,IYI
6744,AFZGBKFJC0,IYJ
6745,AFZGBIX7NZ,IYK
6746,AFZGBDWT8I,IYL
6747,AFZGBDRJ60,IYM
6748,AFZGB0YK5T,IYN
6749,AFZGAYJMGT,IYO
6750,AFZGARN6VA,IYP
6751,AFZGAJYWKA,IYQ
6752,AFZGA9M9L9,IYR
6753,AFZGA99JLJ,IYS
6754,AFZGA7X10E,IYT
6755,AFZFVI8WRM,IYU
6756,AFZFVBN6ZQ,IYV
6757,AFZFV6N1D9,IYW
6758,AFZFUYF2KZ,IYX
6759,AFZFUXTS8P,IYY
6760,AFZFUUVT1T,IYZ
6761,AFZFUUN8J1,IZA
6762,AFZFUJJAA9,IZB
6763,AFZFU8AS0A,IZC
6764,AFZFU84T52,IZD
6765,AFZFTW86T7,IZE
6766,AFZFTV0Z61,IZF
6767,AFZFTM3XPR,IZG
6768,AFZFTH0WW2,IZH
6769,AFZFT88LFE,IZI
6770,AFZFSXWK60,IZJ
6771,AFZFSXDN7D,IZK
6772,AFZFSP6TYK,IZL
6773,AFZFSN7Y5L,IZM
6774,AFZFSJALYU,IZN
6775,AFZFSI6648,IZO
6776,AFZFSDAMS4,IZP
6777,AFZFSCU9NM,IZQ
6778,AFZFRX6WAS,IZR
6779,AFZFRLEAUJ,IZS
6780,AFZFR7C1XA,IZT
6781,AFZFBICVBD,IZU
6782,AFZFB57JL0,IZV
6783,AFZFAYAQDF,IZW
6784,AFZFAXW7LD,IZX
6785,AFZFASR8IW,IZY
6786,AFZFAII1FQ,IZZ
6787,AFZFA00QMT,JAA
6788,AFZF9Z87I0,JAB
6789,AFZF9U8ICC,JAC
6790,AFZF9TJTPK,JAD
6791,AFZF9NI7NX,JAE
6792,AFZF9DEXEW,JAF
6793,AFZF92Z4LD,JAG
6794,AFZF908XNB,JAH
6795,AFZF8VDDNS,JAI
6796,AFZF8Q7701,JAJ
6797,AFZF8H8M74,JAK
6798,AFZF8H8J9Q,JAL
6799,AFZF8GXXP9,JAM
6800,AFZF8G1D7K,JAN
6801,AFZF8EV9LI,JAO
6802,AFZF89ZK50,JAP
6803,AFZF89Z4NL,JAQ
6804,AFZF7XVV7A,JAR
6805,AFZF7J0MQM,JAS
6806,AFZF7IB93N,JAT
6807,AFZF76G1H6,JAU
6808,AFZF759FSF,JAV
6809,AFZESFCVSK,JAW
6810,AFZESC2ZWQ,JAX
6811,AFZESAYVG8,JAY
6812,AFZES3HDVA,JAZ
6813,AFZERSAWII,JBA
6814,AFZERQPEN2,JBB
6815,AFZERDZ2NN,JBC
6816,AFZERC6BSK,JBD
6817,AFZER5YMRK,JBE
6818,AFZER5JVM5,JBF
6819,AFZEQT8JXE,JBG
6820,AFZEQSG6Q1,JBH
6821,AFZEQS8WZ9,JBI
6822,AFZEQFFQJ2,JBJ
6823,AFZEQBUSRK,JBK
6824,AFZEQBQY38,JBL
6825,AFZEQ7NQKB,JBM
6826,AFZEPTWXSY,JBN
6827,AFZEPSE6VF,JBO
6828,AFZEPRXGTP,JBP
6829,AFZEPNNLXM,JBQ
6830,AFZEPK7CKD,JBR
6831,AFZEPDKYW8,JBS
6832,AFZEPAP52V,JBT
6833,AFZEPA98SN,JBU
6834,AFZEP9C377,JBV
6835,AFZEP8TCG3,JBW
6836,AFZEP6STKX,JBX
6837,AFZENTRQYU,JBY
6838,AFZENPT8GG,JBZ
6839,AFZENNZW7T,JCA
6840,AFZENFIMSQ,JCB
6841,AFZENC0AEL,JCC
6842,AFZENBCVDB,JCD
6843,AFZE8GTY03,JCE
6844,AFZE8G6LHP,JCF
6845,AFZE8AU99U,JCG
6846,AFZE8AJDG4,JCH
6847,AFZE82PCX1,JCI
6848,AFZE825IGA,JCJ
6849,AFZE80FXAZ,JCK
6850,AFZE7TUD7S,JCL
6851,AFZE7PKB70,JCM
6852,AFZE7BIFS4,JCN
6853,AFZE7A8PF4,JCO
6854,AFZE79NENJ,JCP
6855,AFZE75XX0W,JCQ
6856,AFZE751DZT,JCR
6857,AFZE6WT9JT,JCS
6858,AFZE6VBN19,JCT
6859,AFZE6S6LBT,JCU
6860,AFZE6RSAKV,JCV
6861,AFZE6QZQXG,JCW
6862,AFZE6HNFZ6,JCX
6863,AFZE6D0KJE,JCY
6864,AFZE66NTLY,JCZ
6865,AFZE66N346,JDA
6866,AFZE66E49Y,JDB
6867,AFZE5XC5AV,JDC
6868,AFZE5TLNJF,JDD
6869,AFZE5RQKN9,JDE
6870,AFZE5M7164,JDF
6871,AFZE5K0EPW,JDG
6872,AFZE5J27TR,JDH
6873,AFZE5DWFEW,JDI
6874,AFZE5CJ7C0,JDJ
6875,AFZE57CMY3,JDK
6876,AFZE55CRA5,JDL
6877,AFZE4VJ4EA,JDM
11961,AFLCRGGU5R,QRA
11962,AFLCQK60BK,QRB
11963,AFLC9Z5JNM,QRC
11964,AFLC9VTBDE,QRD
11965,AFLC9I5G9Z,QRE
11966,AFLC94WNRN,QRF
11967,AFLC8LS7HS,QRG
11968,AFLC8KCJFZ,QRH
11969,AFLC8FD529,QRI
11970,AFLC8ECYQ8,QRJ
11971,AFLC7V6IGD,QRK
11972,AFLC7EID0C,QRL
11973,AFLC70ULUX,QRM
11974,AFLC6XI940,QRN
11975,AFLC6X6UP9,QRO
11976,AFLC6FC0E8,QRP
11977,AFLC65L9JS,QRQ
11978,AFLC5WEH9K,QRR
11979,AFLC5Q2XKP,QRS
11980,AFLBQX4TW7,QRT
11981,AFLBQVC7SU,QRU
11982,AFLBQTW38C,QRV
11983,AFLBPRLTV8,QRW
11984,AFLBPITRE4,QRX
11985,AFLBPDHZ7Q,QRY
11986,AFLBPC689T,QRZ
11987,AFLBPBZTDB,QSA
11988,AFLBNY6YLH,QSB
11989,AFLBNSWR10,QSC
11990,AFLBNS46M8,QSD
11991,AFLBN6VB9C,QSE
11992,AFLBN29NVI,QSF
11993,AFLBN1Z792,QSG
11994,AFLBN04VCW,QSH
11995,AFLBMVQQN4,QSI
11996,AFLBMUDVIE,QSJ
11997,AFLBMUBN69,QSK
11998,AFLBMTK8Z4,QSL
11999,AFLBM3V53W,QSM
12000,AFLBLU58EH,QSN
12001,AFLB6UF0Y2,QSO
12002,AFLB6TVWY2,QSP
12003,AFLB6TPR3I,QSQ
12004,AFLB6FW3DU,QSR
12005,AFLB5XPA06,QSS
12006,AFLB5VMF69,QST
12007,AFLB5UYUQN,QSU
12008,AFLB5I1GG4,QSV
12009,AFLB5GGDA3,QSW
12010,AFLB5CAZ2N,QSX
12011,AFLB5BD0NC,QSY
12012,AFLB52SL2M,QSZ
12013,AFLB4SI45Q,QTA
12014,AFLB4S72KE,QTB
12015,AFLB4RQI8I,QTC
12016,AFLB4E3Z23,QTD
12017,AFLB4CB12J,QTE
12018,AFLB4C4CPS,QTF
12019,AFLB467JTW,QTG
12020,AFLB3ZI7JX,QTH
12021,AFLB3YW25G,QTI
12022,AFLB3U2TH1,QTJ
12023,AFLB3SYJHN,QTK
12024,AFLB3SXXR8,QTL
12025,AFLB3G2QK4,QTM
12026,AFLB32LR8R,QTN
12027,AFLB2P8I4J,QTO
12028,AFLAMZ66YK,QTP
12029,AFLAMYCPW7,QTQ
12030,AFLAMUBDN6,QTR
12031,AFLAMT6KJC,QTS
12032,AFLAM1L3FP,QTT
12033,AFLAM0K6VH,QTU
12034,AFLALU6GB8,QTV
12035,AFLALLSG7Z,QTW
12036,AFLALFVP8G,QTX
12037,AFLALEPTAC,QTY
12038,AFLALAGK0G,QTZ
12039,AFLAL9XHMS,QUA
12040,AFLAKUJA8B,QUB
12041,AFLAKQZIAA,QUC
12042,AFLAKQVZZT,QUD
12043,AFLAKIIBQB,QUE
12044,AFLAKG9FGI,QUF
12045,AFLAKG6WEU,QUG
12046,AFLAK6N5YQ,QUH
12047,AFLAJZVP34,QUI
12048,AFLAJWGQWN,QUJ
12049,AFLAJSJJR9,QUK
12050,AFLAJSHL50,QUL
12051,AFLAJRM5HS,QUM
12052,AFLAJQL52G,QUN
12053,AFLAJQHBGT,QUO
12054,AFLAJJ3EG0,QUP
12055,AFLAJ01MKH,QUQ
12056,AFLAITAJCT,QUR
12057,AFLAIT39N0,QUS
12058,AFLA3X48LQ,QUT
12059,AFLA3TF92C,QUU
12060,AFLA3TCZRB,QUV
12061,AFLA3R8Q9E,QUW
12062,AFLA3JZP9A,QUX
12063,AFLA2ZVFS6,QUY
12064,AFLA2Z239L,QUZ
12065,AFLA2YGVPL,QVA
12066,AFLA2Y2DUE,QVB
12067,AFLA2TXK8T,QVC
12068,AFLA2EA2NC,QVD
12069,AFLA2E2U4M,QVE
12070,AFLA29XYYY,QVF
12071,AFLA29BPK9,QVG
12072,AFLA1WGEC8,QVH
12073,AFLA1PQKTL,QVI
12074,AFLA1P9TPK,QVJ
12075,AFLA1LEK6C,QVK
12076,AFLA1EQVV7,QVL
12077,AFLA19CBMW,QVM
12078,AFLA141BTK,QVN
12079,AFLA11Y76U,QVO
12080,AFLA0VK9EH,QVP
12081,AFLA0RJZ6G,QVQ
12082,AFLA0Q39EC,QVR
12083,AFLA0PNTF1,QVS
12084,AFLA0P7FTU,QVT
12085,AFLA0N41YM,QVU
12086,AFLA0DEX2C,QVV
12087,AFL9ZZASDX,QVW
12088,AFL9ZZARH0,QVX
12089,AFL9ZRZQ1F,QVY
12090,AFL9ZR1PVT,QVZ
12091,AFL9ZQPD3X,QWA
12092,AFL9ZLB5XL,QWB
12093,AFL9JQ6T3L,QWC
12094,AFL9JD6GDL,QWD
12095,AFL9JCDPQP,QWE
12096,AFL9JB2B8J,QWF
12097,AFL9IXT29N,QWG
12098,AFL9IS0PCE,QWH
12099,AFL9IQ4UID,QWI
12100,AFL9IKC331,QWJ
12101,AFL9IEA0BA,QWK
12102,AFL9I8U3R5,QWL
12103,AFL9I6U3N1,QWM
12104,AFL9I6RCNX,QWN
12105,AFL9I6JPY1,QWO
12106,AFL9HVA0V9,QWP
12107,AFL9HTW435,QWQ
12108,AFL9HJYFRA,QWR
12109,AFL9HG0PA4,QWS
12260,AFL6T7N26U,RCN
12261,AFL6T0SMNX,RCO
12262,AFL6T06QNA,RCP
12263,AFL6SMZYJB,RCQ
12264,AFL6SFNXGJ,RCR
12265,AFL6SEQZEY,RCS
12266,AFL6S7LLLD,RCT
12267,AFL6S2VDRC,RCU
12268,AFL6RVIYCR,RCV
12269,AFL6RUPGFJ,RCW
12270,AFL6RNLDCX,RCX
12271,AFL6RM9YIW,RCY
12272,AFL6RLFCWJ,RCZ
12273,AFL6RGY8NZ,RDA
12274,AFL6RGUPXG,RDB
12275,AFL6R9NT1J,RDC
12276,AFL6QUZGAU,RDD
12277,AFL6QPRX44,RDE
12278,AFL6QP7T9Q,RDF
12279,AFL6QP3726,RDG
12280,AFL6QN34IQ,RDH
12281,AFL6QGDHX8,RDI
12282,AFL6APNF1X,RDJ
12283,AFL6ALN3GI,RDK
12284,AFL6AIDYTE,RDL
12285,AFL6AH27P6,RDM
12286,AFL6AGZATA,RDN
12287,AFL6ABBVAP,RDO
12288,AFL6A34JCB,RDP
12289,AFL69XDIVM,RDQ
12290,AFL69WRG9E,RDR
12291,AFL69QX8YP,RDS
12292,AFL69Q7EZY,RDT
12293,AFL69KC1U0,RDU
12294,AFL69DDSRW,RDV
12295,AFL69CBT49,RDW
12296,AFL69C2JLA,RDX
12297,AFL69AG4PM,RDY
12298,AFL68ZC0AW,RDZ
12299,AFL68YM7JA,REA
12300,AFL68YLY8Z,REB
12301,AFL68FGKVT,REC
12302,AFL68DWIND,RED
12303,AFL6857JSA,REE
12304,AFL6856AJ9,REF
12305,AFL67U16RP,REG
12306,AFL67TK56B,REH
12307,AFL67TJLBA,REI
12308,AFL67TB3HT,REJ
12309,AFL67MWJ3C,REK
12310,AFL67F6KNE,REL
12311,AFL67EWR27,REM
12312,AFL67DMX2Q,REN
12313,AFL671PM37,REO
12314,AFL66I6F16,REP
12315,AFL66HNJWI,REQ
12316,AFL66BNJ28,RER
12317,AFL5RM0GUT,RES
12318,AFL5RKTUEI,RET
12319,AFL5RH7MN6,REU
12320,AFL5RFQAFC,REV
12321,AFL5R3H9FV,REW
12322,AFL5R2GDWZ,REX
12323,AFL5R1RPT7,REY
12324,AFL5QWRINV,REZ
12325,AFL5QN0EYL,RFA
12326,AFL5QMWE28,RFB
12327,AFL5QH37F4,RFC
12328,AFL5QBWLAS,RFD
12329,AFL5Q4A0UI,RFE
12330,AFL5PXNVTK,RFF
12331,AFL5PXA8D2,RFG
12332,AFL5PWHWTS,RFH
12333,AFL5PKM23X,RFI
12334,AFL5PD3793,RFJ
12335,AFL5PCB8TE,RFK
12336,AFL5NZZMT6,RFL
12337,AFL5NZQ0ZH,RFM
12338,AFL5NXV603,RFN
12339,AFL5NKF3B6,RFO
12340,AFL5NK2BIW,RFP
12341,AFL5NEZN9V,RFQ
12342,AFL5NDVFVP,RFR
12343,AFL5NDUGD4,RFS
12344,AFL5N5UIUZ,RFT
12345,AFL5N1KDE7,RFU
12346,AFL5MS0A9C,RFV
12347,AFL5MLZV9G,RFW
12348,AFL5ML1XHY,RFX
12349,AFL5ME9BEV,RFY
12350,AFL5ME54AU,RFZ
12351,AFL57FHBFE,RGA
12352,AFL57EE5YC,RGB
12353,AFL5762MAS,RGC
12354,AFL572S2VR,RGD
12355,AFL56ZCHIB,RGE
12356,AFL56MR2FB,RGF
12357,AFL56GYEIW,RGG
12358,AFL56ECC1Q,RGH
12359,AFL56A7ZGC,RGI
12360,AFL563TMUB,RGJ
12361,AFL56318J2,RGK
12362,AFL561203Q,RGL
12363,AFL55XM3ZK,RGM
12364,AFL55VPHFX,RGN
12365,AFL55NULFA,RGO
12366,AFL55JFE61,RGP
12367,AFL55JAZHL,RGQ
12368,AFL54YMVP6,RGR
12369,AFL54XHN52,RGS
12370,AFL54VI0PG,RGT
12371,AFL54RZ7YI,RGU
12372,AFL54PKQLH,RGV
12373,AFL54E4E1C,RGW
12374,AFL54DXDCD,RGX
12375,AFL54DDX0S,RGY
12376,AFL54D4JDY,RGZ
12377,AFL53YGHPM,RHA
12378,AFL53CTFTK,RHB
12379,AFL4NEMMW2,RHC
12380,AFL4NEK865,RHD
